MQ135_AirQuality,MQ7_CO_ppm,PM25_ugm3,Sound_dB,Scenario,Alert_Level,DateTime
0.0,0.49,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:00
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:03
0.0,0.44,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:05
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:08
0.0,0.34,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:10
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:13
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:15
0.0,0.34,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:18
0.0,0.5,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:20
0.0,0.41000000000000003,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:23
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:25
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:28
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:30
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:34
0.0,0.45,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:36
0.0,0.41000000000000003,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:39
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:42
0.0,0.34,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:44
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:46
0.0,0.5,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:49
0.0,0.34,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:51
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:54
0.0,0.43,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:56
0.0,0.43,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:03:58
0.0,0.46,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:01
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:03
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:06
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:08
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:10
0.0,0.41000000000000003,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:13
0.0,0.45,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:15
0.0,0.48,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:18
0.0,0.49,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:20
0.0,0.51,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:22
0.0,0.5,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:25
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:28
0.0,0.51,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:31
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:33
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:36
0.0,0.39,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:38
0.0,0.43,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:40
0.0,0.54,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:43
0.0,0.5,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:45
0.0,0.36,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:48
0.0,0.37,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:50
0.0,0.49,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:52
0.0,0.48,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:55
0.0,0.49,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:04:57
0.0,0.46,0.0,36.0,VERY_CLEAN,0,2026-01-04 15:05:00
