iter	MultiClass
0	1.244019624
1	1.131118468
2	1.034065069
3	0.9503287965
4	0.8773276539
5	0.8134096717
6	0.7546225231
7	0.7022998666
8	0.6545513143
9	0.6112500257
10	0.572714558
11	0.5372967778
12	0.5047310008
13	0.474545954
14	0.4463611126
15	0.4215316212
16	0.3969645241
17	0.3747612164
18	0.3538360021
19	0.334270898
20	0.3157713281
21	0.2987438642
22	0.2835585213
23	0.2688157454
24	0.2547146677
25	0.2415797464
26	0.2292543423
27	0.2173056879
28	0.206108062
29	0.1962401701
30	0.1866858958
31	0.1776731692
32	0.1687755406
33	0.1603390865
34	0.1524530678
35	0.1448851567
36	0.1379771791
37	0.131492382
38	0.1254381699
39	0.1192431801
40	0.1135882132
41	0.1080998607
42	0.1030100162
43	0.09810271593
44	0.09344036344
45	0.08920663946
46	0.08503545641
47	0.0810534774
48	0.0773047309
49	0.07400633869
50	0.07072698534
51	0.06765135217
52	0.06451148472
53	0.06164762396
54	0.05901253507
55	0.05646333421
56	0.05401359396
57	0.05175742599
58	0.04950330598
59	0.04741929018
60	0.0454069668
61	0.04348897205
62	0.04165113383
63	0.03989459478
64	0.03833224007
65	0.03680574636
66	0.03535367672
67	0.03394684081
68	0.03258734192
69	0.03137865275
70	0.03013511173
71	0.0289531133
72	0.02785810511
73	0.0269094018
74	0.02587921415
75	0.02494999993
76	0.02405673793
77	0.02320416988
78	0.0223384363
79	0.02158498951
80	0.02079083041
81	0.02004901895
82	0.01926838096
83	0.01854690418
84	0.01815151642
85	0.01759291745
86	0.0172148287
87	0.01674925215
88	0.01620669566
89	0.01572030798
90	0.01531321304
91	0.01494912785
92	0.01448116069
93	0.01404484508
94	0.01355657381
95	0.01323038592
96	0.01293641873
97	0.01263566811
98	0.01227712664
99	0.01200272036
100	0.01180102234
101	0.01158836967
102	0.01135095805
103	0.01103561264
104	0.01076134853
105	0.01055114075
106	0.01027592745
107	0.01001235735
108	0.009789407381
109	0.009631150367
110	0.009441310334
111	0.009342188353
112	0.009130413038
113	0.008964867062
114	0.008843456772
115	0.00868466996
116	0.008535363866
117	0.008407873895
118	0.008203036412
119	0.008029112182
120	0.007978452049
121	0.007839375616
122	0.007651703287
123	0.007590046737
124	0.00748876202
125	0.00743453336
126	0.007322617914
127	0.007263854016
128	0.007177864467
129	0.00701707741
130	0.00688706326
131	0.006812295945
132	0.006768708243
133	0.006644698379
134	0.006565133722
135	0.00644985261
136	0.006308759617
137	0.006280845161
138	0.006228320595
139	0.006181299024
140	0.0061303269
141	0.00607944173
142	0.006017551047
143	0.005947609213
144	0.005910381302
145	0.005820439729
146	0.005720320104
147	0.005693641498
148	0.005660324832
149	0.005578797557
150	0.005536742956
151	0.005489151092
152	0.005449781641
153	0.005419063799
154	0.005373498888
155	0.005348286655
156	0.005252321199
157	0.005229262681
158	0.00518668882
159	0.005158148711
160	0.005131872355
161	0.005093573037
162	0.005077008188
163	0.005069067455
164	0.005032956135
165	0.005007436493
166	0.00496363111
167	0.004937111857
168	0.004929627046
169	0.004903319979
170	0.004874444303
171	0.00485544389
172	0.004840490143
173	0.004761188532
174	0.00470413488
175	0.004682983502
176	0.004665719728
177	0.004603467129
178	0.004592602241
179	0.004578733734
180	0.004543790451
181	0.00452954181
182	0.004514648157
183	0.004484347428
184	0.004447837643
185	0.004424648735
186	0.004408833185
187	0.004390482272
188	0.004368486885
189	0.004356864489
190	0.004320948751
191	0.004277192368
192	0.004263226519
193	0.004235340429
194	0.004209566827
195	0.004145965127
196	0.004123879124
197	0.004102083951
198	0.004080290037
199	0.00401929707
200	0.003955708398
201	0.003904943645
202	0.003874478214
203	0.003862340995
204	0.00385673203
205	0.003813611516
206	0.003797803022
207	0.003787743654
208	0.003777124322
209	0.003757684146
210	0.003746113846
211	0.003698852572
212	0.003690822581
213	0.003681154829
214	0.003659674355
215	0.003618693398
216	0.003604271888
217	0.003544352402
218	0.003538408497
219	0.003507654897
220	0.003458924386
221	0.003454995661
222	0.00343386872
223	0.003416982062
224	0.003411805453
225	0.003405840756
226	0.003390289029
227	0.003384499299
228	0.003375091378
229	0.003347185394
230	0.003329939328
231	0.003309288294
232	0.003301867163
233	0.003267359425
234	0.003239959232
235	0.00321834624
236	0.003179409307
237	0.0031731851
238	0.003156664613
239	0.003146478039
240	0.003132036128
241	0.003118023897
242	0.003085075291
243	0.003074106117
244	0.003069829247
245	0.003021175506
246	0.003011110794
247	0.002994178585
248	0.002975576665
249	0.002943869204
250	0.002929086796
251	0.002920041283
252	0.002887864913
253	0.002884277078
254	0.002876165606
255	0.002869045599
256	0.002861744016
257	0.002831408788
258	0.002818165553
259	0.002803792012
260	0.002794421074
261	0.002777859464
262	0.002769164964
263	0.002764112401
264	0.002760384149
265	0.002744462725
266	0.002728688044
267	0.002720408126
268	0.002706082824
269	0.002700570365
270	0.00268287335
271	0.002681247023
272	0.002672595039
273	0.002654424392
274	0.00264648512
275	0.002638028879
276	0.002629613551
277	0.002626746023
278	0.002622323179
279	0.002618738996
280	0.002611437885
281	0.002608490932
282	0.002606154922
283	0.00257850847
284	0.002572869826
285	0.002562533402
286	0.002558698043
287	0.002540100995
288	0.002522083172
289	0.002515772131
290	0.002507304023
291	0.00250348728
292	0.002499273665
293	0.002491918442
294	0.00248984657
295	0.002481340157
296	0.002471850886
297	0.002465239751
298	0.00245459327
299	0.002441098394
300	0.002418807087
301	0.002416565885
302	0.002402158815
303	0.002391816171
304	0.002368888043
305	0.002365465913
306	0.002362561245
307	0.002358617108
308	0.002350681496
309	0.002345792678
310	0.002330385674
311	0.002326400324
312	0.002321794672
313	0.002317275048
314	0.002299146706
315	0.002296102497
316	0.002279196159
317	0.002272909396
318	0.002261784481
319	0.002253457108
320	0.002248910629
321	0.002246505328
322	0.002236445516
323	0.002229705941
324	0.002224149965
325	0.002216127381
326	0.002204113889
327	0.002203261144
328	0.002187534848
329	0.002179086823
330	0.002176559509
331	0.002168553519
332	0.002157872926
333	0.002150761919
334	0.002126078503
335	0.002124582864
336	0.002123234493
337	0.002120463725
338	0.002113546746
339	0.002110845963
340	0.002106487494
341	0.002102718131
342	0.00209974362
343	0.002092177318
344	0.002081802331
345	0.002078732666
346	0.002074309957
347	0.002066155065
348	0.002063782027
349	0.00203993336
350	0.002034824222
351	0.00202809926
352	0.002018533555
353	0.002012980729
354	0.002007592686
355	0.002001423857
356	0.001994414939
357	0.001982425889
358	0.001980712639
359	0.001969007163
360	0.001967207648
361	0.001965711415
362	0.001960822622
363	0.001958351132
364	0.001955185672
365	0.001949989349
366	0.00194555436
367	0.001936277233
368	0.00193381867
369	0.001927699499
370	0.001924142693
371	0.001902876092
372	0.001899149362
373	0.001891355271
374	0.001888760001
375	0.001881032348
376	0.001871051251
377	0.001866449032
378	0.001859312144
379	0.001855756201
380	0.001851279571
381	0.001848336751
382	0.001844217731
383	0.001837254349
384	0.001833876908
385	0.001832547921
386	0.001829409485
387	0.001825021006
388	0.001813539478
389	0.001808193611
390	0.00180327534
391	0.001800470739
392	0.001796318539
393	0.00179383277
394	0.001786985592
395	0.001780285559
396	0.001776094309
397	0.001775005719
398	0.001769952984
399	0.001761246856
400	0.001755120704
401	0.00174836319
402	0.00174235417
403	0.001739068152
404	0.001736115967
405	0.001734009771
406	0.001717178548
407	0.00170814726
408	0.001707572441
409	0.00170682579
410	0.001703404897
411	0.001697550283
412	0.001694754631
413	0.001689528149
414	0.001685676783
415	0.001681117346
416	0.001669552994
417	0.001662019956
418	0.001660648644
419	0.001660036648
420	0.00165909275
421	0.00165806185
422	0.001657071083
423	0.001654254148
424	0.001641363927
425	0.001638264336
426	0.001636504703
427	0.001622792923
428	0.001619793261
429	0.001617455297
430	0.00160212573
431	0.001599957688
432	0.001595418766
433	0.001594024899
434	0.00159184387
435	0.001587449224
436	0.001584643721
437	0.001583127046
438	0.001571833229
439	0.00156498254
440	0.001564063963
441	0.001562707008
442	0.001557153435
443	0.001552272769
444	0.00155149402
445	0.001547382356
446	0.001542160027
447	0.00153934588
448	0.001534825131
449	0.00153309131
450	0.001531695582
451	0.001525245365
452	0.001520491128
453	0.001517497936
454	0.001515523491
455	0.001512315149
456	0.001503769623
457	0.00149559424
458	0.001493719977
459	0.00149291578
460	0.00148738464
461	0.001485989651
462	0.001483298544
463	0.001478338295
464	0.001477640625
465	0.001474865294
466	0.001471546977
467	0.00146967875
468	0.001467856795
469	0.001464149043
470	0.001462316819
471	0.001452951223
472	0.001451967118
473	0.001450356841
474	0.00144078604
475	0.001426752704
476	0.001421355075
477	0.001414063167
478	0.001410851247
479	0.001409812437
480	0.001394886863
481	0.001391869103
482	0.001389561669
483	0.001389124285
484	0.001385059454
485	0.001383893049
486	0.001381680228
487	0.001378417102
488	0.001372041286
489	0.001369178007
490	0.001368630522
491	0.001365825183
492	0.001358621757
493	0.001356706708
494	0.001355549645
495	0.001352783764
496	0.001352342795
497	0.001351179294
498	0.001349013011
499	0.001348375597
