MQ135_AirQuality,MQ7_CO_ppm,PM25_ugm3,Sound_dB,Scenario,Alert_Level,DateTime
19.25210531384222,7.475575248171127,19.294531996567304,104.11986869532562,NOISE_POLLUTED,2,2026-01-08 20:40:00
41.55648373272493,2.753789624334372,28.10336891170683,52.20219376042198,SAFE,0,2025-12-05 07:50:00
26.718451812179666,0.0,34.023683934502955,54.925458672617765,SAFE,0,2025-11-18 21:50:00
194.74608244530128,4.621858097269939,53.80867920796443,61.12356741108691,AIR_POLLUTED,1,2025-12-18 17:45:00
25.128016481165712,5.743516723035014,51.92587595704526,90.61814424243208,NOISE_POLLUTED,2,2025-12-25 02:50:00
133.45273561693347,19.638652370513192,372.5129684780401,88.85293933270609,BOTH_POLLUTED,3,2026-01-26 11:30:00
13.226252963688781,2.7770388488140236,6.170664561533948,38.53219210759435,VERY_CLEAN,0,2025-11-12 07:40:00
42.03810000783395,5.866737162522302,26.648768662929516,50.08907904836411,SAFE,0,2025-11-25 23:35:00
233.0095246218452,30.370937995684017,238.480717908825,86.27886866252365,BOTH_POLLUTED,3,2026-01-09 23:00:00
37.559965543079926,7.8767696915295495,381.5420705185315,99.97730423507915,BOTH_POLLUTED,3,2026-01-15 17:25:00
55.97923442291927,3.9372821972318097,32.14221784809623,45.050742212697735,SAFE,0,2025-11-27 16:05:00
218.24345045950085,3.564965418573697,312.35033424653267,113.9238200502292,BOTH_POLLUTED,3,2026-01-12 13:20:00
53.70012406771003,5.0928856952874115,20.192558965346176,101.76273837938332,NOISE_POLLUTED,2,2025-12-30 22:15:00
47.80095909443306,3.6697399866189597,50.880586156680494,59.10502054577971,SAFE,0,2025-12-02 20:30:00
32.07505269686207,3.1678240062819363,119.14281088836047,52.804761533448186,AIR_POLLUTED,1,2025-12-15 03:00:00
40.59598473701226,6.328360538916042,22.528854600493254,73.85288339202377,NOISE_POLLUTED,2,2025-12-26 06:40:00
14.953923471203462,5.447763768785139,15.029055863069614,44.58472003597123,VERY_CLEAN,0,2025-11-15 00:10:00
38.33011108221535,11.447159259021335,40.8551680119974,78.18491568142788,NOISE_POLLUTED,2,2026-01-04 08:15:00
28.926190011176868,5.957923089408192,41.57160038298883,65.13622812658087,SAFE,0,2025-12-01 05:50:00
51.05294256507584,6.489635605625857,38.24697495220565,51.177419131722445,SAFE,0,2025-12-04 01:25:00
57.18300263907455,8.02587996436953,30.337978091650807,66.45196367873548,AIR_POLLUTED,1,2025-12-11 01:00:00
54.379116643113925,6.88198073807955,37.62597308814059,56.31700227387574,SAFE,0,2025-11-20 10:05:00
37.3420435818682,8.884609024443597,25.490359061506346,66.24743073478768,SAFE,0,2025-11-24 21:40:00
39.552686037360736,4.074289538845568,18.833836044901105,64.83536823158593,SAFE,0,2025-12-04 13:40:00
190.16245376250848,9.761478736515173,150.55856539685252,73.50557706451548,AIR_POLLUTED,1,2025-12-08 11:25:00
45.89388375524583,8.402506501198577,189.63751394131745,89.28441081710211,BOTH_POLLUTED,3,2026-01-22 07:25:00
54.26621576120448,9.737937243188053,36.25619622915543,55.539074606771834,SAFE,0,2025-12-01 16:20:00
46.48776112305964,7.928510706150001,22.936947499749508,96.40701588617311,NOISE_POLLUTED,2,2026-01-02 17:50:00
107.33723972042728,26.814476196258635,112.09580662783603,56.34600390251726,AIR_POLLUTED,1,2025-12-15 18:50:00
75.03690323959762,0.48347603107063364,21.456414307108165,67.87344641774263,AIR_POLLUTED,1,2025-12-14 08:25:00
10.64877970936141,2.4314116983663503,21.708170807528823,49.271610283395,VERY_CLEAN,0,2025-11-16 11:25:00
41.83458658091647,1.9474567565713734,37.163496192246775,52.29123190483088,SAFE,0,2025-11-30 09:30:00
35.48937875695487,9.420204785321785,38.43771393367811,65.9081698228114,SAFE,0,2025-12-04 11:15:00
377.09068354952905,7.173793541600427,32.18760304039881,89.03382407299469,BOTH_POLLUTED,3,2026-01-24 04:35:00
41.713900091817614,1.3612293954436274,21.392090262953637,66.08593946986372,SAFE,0,2025-11-27 12:00:00
56.5470071717482,8.5858079780709,48.39435720019965,86.86081029202028,NOISE_POLLUTED,2,2026-01-04 14:15:00
43.67483256613441,7.909136945043694,52.68668153779417,65.03655227810944,SAFE,0,2025-11-27 03:25:00
46.42605556721068,5.087774635594332,25.973719013065477,80.58307811969334,NOISE_POLLUTED,2,2025-12-24 06:50:00
46.54987362304257,3.594009225298422,21.74009984444823,61.61896424416297,SAFE,0,2025-12-01 12:55:00
20.580442349043345,0.6692009344780621,7.459149570968208,35.956588764292476,VERY_CLEAN,0,2025-11-16 01:10:00
32.29545945164544,7.493641442860358,30.545730705654,53.5416184434499,SAFE,0,2025-12-04 17:50:00
24.227268413315844,0.0,21.612403163811944,48.93498070500713,VERY_CLEAN,0,2025-11-06 12:00:00
37.35715813909716,5.600863580243688,356.62980126232435,110.14177506450599,BOTH_POLLUTED,3,2026-01-12 13:30:00
48.406223967504985,4.997258386882171,39.09949211383791,80.89881286302062,NOISE_POLLUTED,2,2026-01-03 12:00:00
30.010069608844756,2.0159849746807996,33.39006033701858,58.36116804176958,SAFE,0,2025-11-23 19:10:00
46.96172155098137,2.603322472336751,107.83574649046429,65.11375082271617,AIR_POLLUTED,1,2025-12-13 19:35:00
14.147411087044627,0.0,3.6436555729630236,38.7261228329188,VERY_CLEAN,0,2025-11-12 07:20:00
40.581076460349486,2.115436811237866,66.84340892701736,112.41317356812212,BOTH_POLLUTED,3,2026-01-20 19:00:00
39.63101174505951,5.772369421287456,54.749588971954026,60.17923672706835,SAFE,0,2025-11-22 03:05:00
93.22939690224717,7.122476506104048,56.97980572689477,39.36689609157331,AIR_POLLUTED,1,2025-12-18 10:10:00
18.51111567971443,2.230728652787325,43.96191351638986,100.69038665692612,NOISE_POLLUTED,2,2025-12-26 06:20:00
8.219860615207851,0.36268125486869573,25.660726021821656,36.141905321447716,VERY_CLEAN,0,2025-11-09 00:05:00
28.535537546005038,5.719856994898544,43.830519252891236,82.5272287977702,NOISE_POLLUTED,2,2026-01-09 07:35:00
36.87986760606358,7.457975193709676,434.26912187392475,93.70078818226888,BOTH_POLLUTED,3,2026-01-24 13:00:00
32.74756273231495,7.358892795139393,45.6089015805911,66.21509239155648,SAFE,0,2025-12-05 09:00:00
17.606439447482796,2.5731859892025497,3.577984502615625,45.109174255103554,VERY_CLEAN,0,2025-11-04 07:25:00
20.22196177180242,2.0278353746292357,12.877044421791677,40.53562303315529,VERY_CLEAN,0,2025-11-02 14:05:00
22.860564737517866,8.606234364668875,12.750971986995596,84.82019104493018,NOISE_POLLUTED,2,2026-01-01 15:40:00
39.88246759488459,5.3239658041026345,37.3980312477678,60.95927029063196,SAFE,0,2025-12-03 18:00:00
